DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.9,7.8,28,20.3,160,1
3.9,8.6,27,14.5,120,1
3.6,8.2,30,17.2,134,1
3.6,8.7,29,18.5,176,1
3.5,7.8,27,11.6,161,1
3.6,7.4,26,10.3,119,1
3.9,7.7,37,22,120,1
4,7.2,32,14.6,112,1
3.9,8.5,26,18.6,106,1
3.8,7.1,32,19.5,123,1
3.7,7.2,27,11.6,140,1
3.8,7.7,27,23.3,195,1
3.9,8.6,29,19.2,106,1
3.8,8.4,31,10,192,1
4,7.7,26,24.1,179,1
4,6.9,26,21.3,124,1
3.6,7.2,31,11.4,166,1
3.6,8.1,28,15.2,162,1
3.9,7.1,26,10.1,106,1
3.5,8.2,26,11.8,120,1
3.6,7.5,28,11.3,103,1
4,7,29,12.4,161,1
3.9,7.3,28,24.4,107,1
3.5,8.2,31,22.5,155,1
3.9,8.7,31,24.4,146,1
3.7,7.8,29,21.9,122,1
3.7,6.8,26,18.2,131,1
3.5,7.3,30,21.6,166,1
3.7,7.4,30,19.5,191,1
3.7,7.4,29,22.8,115,1
3.7,7.3,27,13.6,116,1
3.6,7.1,29,20.7,145,1
4,7.7,32,16.4,130,1
3.8,8.2,26,17.9,125,1
3.5,8.3,28,18.8,116,1
3.6,8.1,29,17.7,148,1
3.5,7.1,27,20.3,164,1
4,7.1,27,13,180,1
3.6,8.4,31,17.7,124,1
3.7,8.6,31,11.8,139,1
3.9,7.6,30,15.7,111,1
4,7.2,26,20.4,192,1
3.6,8.3,26,22.8,185,1
3.8,8.3,31,21.1,114,1
3.6,7.9,28,13.3,195,1
3.7,6.8,27,21.1,118,1
3.8,6.8,27,16.5,150,1
3.9,7.8,26,13,176,1
3.5,8.4,30,17.2,143,1
3.9,8.5,29,17.9,142,1
4,7.2,30,13.1,154,1
3.6,7,27,19.3,183,1
3.7,6.8,31,15.1,137,1
3.7,7.6,26,13.5,190,1
3.7,7,29,11.2,119,1
3.9,7.6,30,24.7,129,1
3.6,8.7,30,12.4,102,1
3.8,8,29,22.7,162,1
3.6,7.7,33,10.2,165,1
3.9,8.7,29,17.8,185,1
3.8,6.9,27,10.5,123,1
3.8,7.3,26,22,192,1
3.8,8.6,30,21.5,115,1
4,8,28,17,111,1
3.9,8.7,29,12.1,170,1
3.6,6.9,26,16,198,1
3.5,7.5,36,24.3,181,1
3.6,7.3,32,21.9,131,1
3.7,7.3,27,10.7,167,1
3.6,6.9,26,11.8,170,1
3.8,8.2,32,18.4,195,1
3.6,7.6,29,17.9,147,1
3.8,7.2,29,20.6,178,1
3.9,8.2,27,17.1,146,1
3.8,7.1,32,24.5,105,1
3.9,8.7,32,14.9,115,1
3.6,8.4,26,11.8,134,1
3.7,8.7,26,17,165,1
4,7.4,28,15.8,117,1
3.8,8.5,29,24.3,181,1
3.6,8.7,28,24.8,164,1
3.6,8.4,32,11.7,145,1
3.7,8.6,31,14.6,184,1
3.8,7.3,28,15.6,131,1
3.9,7.1,28,10.1,147,1
4,8.2,27,23.8,135,1
3.9,7.2,31,21.8,194,1
3.9,7.9,29,17.5,175,1
3.5,7.3,31,24,157,1
3.8,7.4,29,22.7,104,1
3.9,7.8,29,21.4,181,1
3.6,7.6,32,17,181,1
3.9,6.9,42,10.5,133,1
4,8.1,28,21.2,177,1
3.6,7.1,27,16.5,130,1
3.6,8.1,27,21.2,103,1
3.5,8.6,29,20.8,163,1
3.7,8.1,27,21.9,113,1
3.6,8.4,27,16.6,164,1
3.7,7,26,17.9,192,1
3.9,8,44,13.2,126,1
3.6,8.6,26,12,119,1
3.7,7.8,27,12.9,129,1
3.5,7.5,28,24.8,171,1
4,8.1,30,22.2,128,1
3.6,8.1,32,18.1,119,1
3.9,7,29,24.4,128,1
3.5,8.3,27,16.9,162,1
3.5,6.8,29,10.5,197,1
3.7,7.7,27,18.1,182,1
3.9,7.4,29,15,180,1
4,7.8,26,20.2,184,1
3.9,8.5,29,23.8,120,1
4,8.3,29,12.6,169,1
3.9,8.4,27,20.9,124,1
4,7.2,29,22,109,1
3.8,8,31,17.3,155,1
4,8.7,29,15,113,1
3.6,7.4,30,24.3,131,1
3.8,8,32,10,168,1
3.9,7,29,17.2,116,1
3.7,7.5,31,13.9,152,1
3.7,7.3,31,18.9,106,1
3.8,7.5,26,13.3,200,1
4,7.7,32,10.5,160,1
3.5,8.7,30,20,144,1
3.6,7,32,24.3,156,1
3.5,8.5,26,18.8,112,1
3.8,8.4,27,18.9,125,1
3.6,8,28,22.4,182,1
3.5,7.8,29,14.4,192,1
3.8,7.8,29,10.2,172,1
3.7,8.5,30,16.5,130,1
3.8,8.5,30,18.9,131,1
4,7.4,26,11.4,131,1
3.5,8.2,32,18.2,177,1
3.9,7.3,32,15.2,161,1
3.6,8.5,32,17.8,124,1
3.8,7.9,28,14,101,1
3.6,8.5,32,21.8,180,1
3.7,6.8,32,21.1,130,1
3.7,7.6,28,23.5,174,1
3.7,7.4,28,23.1,197,1
3.5,8.2,28,13.6,197,1
3.6,7,28,10.9,152,1
3.8,6.8,29,18,134,1
4,7.6,31,22.7,132,1
3.7,8.3,29,24.6,132,1
3.5,8.6,32,22.9,192,1
4,8.6,31,14,127,1
3.7,7.4,32,13.4,166,1
3.7,8,27,18.1,167,1
3.8,7.9,32,23,154,1
4,7.4,31,23.7,175,1
3.5,7.8,32,23.6,162,1
3.5,7.4,32,10.5,198,1
3.9,8.6,27,16.9,176,1
3.5,8,31,19,144,1
3.9,6.9,30,18,109,1
3.6,7.9,32,16.2,199,1
3.8,7.3,27,19.7,197,1
3.6,7.1,30,16.8,134,1
3.7,8.1,30,16.3,110,1
3.6,7.1,35,14.9,187,1
3.5,7.8,29,11.9,109,1
3.7,7,27,20.2,125,1
3.7,7.9,31,12.2,123,1
3.9,8.5,32,12.5,167,1
3.7,6.8,29,14.3,188,1
3.5,8.1,32,13.6,142,1
3.8,7.9,28,19.1,194,1
3.5,7.4,28,24.8,159,1
3.8,7.5,29,11.5,129,1
3.6,7,28,17.9,150,1
3.8,8.7,29,18.6,162,1
3.5,6.9,30,19.6,108,1
3.6,7.6,32,20.4,149,1
3.8,8.6,27,17.1,182,1
3.6,8.4,27,17.3,138,1
3.8,8.1,26,16,200,1
3.7,7.8,32,24.2,124,1
3.5,7.2,29,11.3,121,1
3.5,8.2,28,10.3,195,1
3.5,7.4,30,12.2,127,1
3.7,6.9,32,10.8,163,1
3.8,7.4,29,13.4,120,1
4,8,32,12.1,170,1
3.7,7,35,11.6,156,1
3.9,8.3,26,23.8,170,1
3.7,7.4,31,12.1,157,1
3.8,7.9,32,23.7,110,1
3.6,7.9,27,11.4,114,1
3.8,8.6,27,15.6,148,1
3.9,7.1,26,14.3,127,1
4,7,28,24.3,159,1
4,7.7,31,12.1,150,1
3.9,6.9,32,11.3,179,1
3.5,6.8,31,18,191,1
3.9,8.6,27,18.4,188,1
3.9,8.4,27,15.8,107,1
3.9,7.3,30,12.7,103,1
4,7.6,29,11.8,140,1
3.5,7.2,27,18.8,111,1
3.6,8.5,29,12.5,184,1
4,7.5,30,28.9,126,1
4,8.3,32,11.6,185,1
3.9,8.5,28,12,100,1
4,7.6,33,12.8,119,1
3.7,7.3,31,23.2,174,1
3.7,7.7,29,20.6,194,1
3.6,8.4,27,18.2,131,1
3.7,7.9,27,24.6,125,1
3.6,7,31,19.3,106,1
3.6,7.9,30,10.5,158,1
3.6,8.3,31,20.2,130,1
3.6,8,27,18.8,133,1
3.8,7.4,26,14.4,136,1
3.6,8.6,29,33.1,133,1
3.5,7.5,31,18.4,182,1
3.6,7.8,30,11.7,127,1
3.8,8,27,18.6,151,1
3.8,6.8,32,14.5,178,1
3.9,7.1,31,19,197,1
3.6,7.1,30,13.8,145,1
3.7,7.1,30,14.6,119,1
3.5,8,32,20.1,181,1
3.6,7.6,30,10.9,147,1
4,8.1,26,22.7,121,1
4,7.9,28,24.1,103,1
4,7.3,29,19.2,183,1
3.5,7.4,30,12.7,136,1
3.9,8.4,27,12.8,172,1
3.5,8.3,29,19.4,177,1
3.8,8.5,32,22.1,108,1
4,8.2,32,19.1,144,1
3.9,6.8,27,17.7,190,1
3.7,8.6,31,16.7,117,1
3.5,7.5,29,24.6,117,1
3.7,8.6,26,21.9,192,1
3.7,8.6,26,24.5,193,1
3.7,6.9,30,10.3,106,1
3.8,8.2,31,18.2,140,1
4,7,28,24.7,148,1
3.5,7.6,27,12.3,104,1
3.5,7.5,26,16,159,1
3.5,8.5,29,20.2,109,1
3.9,8.3,26,24.3,177,1
3.7,7.4,26,14.8,172,1
4,8.2,26,20.6,175,1
4,7.4,33,10.4,113,1
3.9,7.8,28,13.2,140,1
3.8,7.2,36,24.7,197,1
4,8.2,28,21.8,189,1
3.5,8.1,31,17.5,117,1
3.9,8.7,30,16.7,149,1
4,7.8,31,22.8,181,1
3.7,7.8,27,20.1,178,1
3.9,7,26,10.3,134,1
3.8,6.9,26,25,174,1
3.8,7.7,26,23.1,176,1
3.5,7.6,27,22,182,1
3.8,7.9,32,14.1,125,1
3.7,7.7,31,11.6,197,1
3.7,7,28,11.4,126,1
3.9,8.6,27,25,171,1
3.5,7.5,26,11.1,123,1
3.7,8.5,31,24.3,131,1
3.9,8.7,30,12.9,136,1
3.6,7,27,11.6,107,1
3.7,8.6,27,13.4,165,1
3.6,8.4,31,24.1,114,1
3.7,7.6,27,17.6,143,1
3.6,7.6,29,19.7,125,1
3.7,8.2,32,15.9,152,1
3.6,7.9,30,34.3,108,1
4,7.3,31,17.5,196,1
3.5,8,26,14.1,166,1
4,7,32,19.8,188,1
3.9,7.8,28,20.9,139,1
3.8,8.7,27,22.3,110,1
4,7.4,31,12.4,112,1
3.6,8.5,31,15.1,192,1
3.6,7,31,13.2,155,1
3.8,6.9,29,23.8,175,1
4,7.3,28,24.9,163,1
3.8,7.8,26,23.5,136,1
3.5,7.2,28,15.7,161,1
3.9,8.4,30,24.5,109,1
3.8,8.5,32,14.2,108,1
4,7.2,27,16,130,1
3.5,7.7,30,16.1,163,1
3.6,8.1,27,14.6,107,1
3.6,7.3,31,13.7,166,1
3.5,7.3,27,20.3,157,1
3.7,7.7,31,17.6,128,1
4,7.1,29,19.1,123,1
4,7.2,26,16.1,180,1
3.5,7.5,29,24.6,144,1
3.6,8.3,28,12.3,155,1
3.8,6.9,28,18.1,114,1
3.7,7.5,31,18.5,176,1
3.7,8,28,13.1,168,1
3.5,8.1,26,10.6,118,1
3.6,6.8,31,20.8,138,1
3.6,8.5,29,16.4,199,1
3.9,8.3,31,16.4,114,1
3.9,7.3,32,12.3,156,1
3.8,6.8,32,15.2,129,1
3.7,6.8,28,20.9,105,1
3.7,7.5,28,19.9,195,1
3.8,6.9,29,24.7,146,1
3.5,6.9,27,24.7,116,1
3.8,8.5,28,15.2,174,1
3.9,8,28,14.2,131,1
3.8,7.5,29,12.9,114,1
4,7.6,31,20.6,118,1
3.8,7.4,29,22.3,154,1
3.5,8,32,24.1,199,1
4,8.4,26,16.7,117,1
3.8,7.6,29,23.4,138,1
3.7,7.8,32,21.4,120,1
3.6,7.7,30,15,126,1
3.9,7.4,30,23.4,125,1
3.7,7.3,30,21.1,144,1
3.6,7.2,29,18.2,199,1
3.6,7.7,32,23.3,183,1
3.7,8,32,20.6,167,1
3.8,7.8,27,21.5,129,1
3.5,7.4,27,24.7,104,1
4,7.4,26,12.9,120,1
3.6,7.8,31,19.8,165,1
3.6,7.2,29,16.3,179,1
3.8,8.3,31,24.3,176,1
3.6,7.8,32,12.5,160,1
3.6,8.6,26,22,125,1
3.6,7,26,11.4,135,1
3.6,7.9,30,17.5,112,1
3.9,7.8,27,18.4,186,1
3.9,7.4,26,22.1,139,1
3.7,7.9,32,21.7,146,1
3.8,7,32,11.6,100,1
3.8,7.9,32,20.1,192,1
3.9,8.3,29,24.7,102,1
3.6,7.5,30,24.5,197,1
3.9,7.6,31,12.3,153,1
3.5,7.5,31,11.5,155,1
3.9,8.3,29,11.1,111,1
3.5,7,27,13.5,164,1
3.7,7.2,26,17.8,143,1
3.9,7.6,30,12,152,1
3.6,8.3,29,11.3,102,1
3.9,7.7,31,16.4,137,1
3.7,8.6,28,23.3,188,1
3.6,8.6,30,23.7,123,1
3.8,7,32,33.3,146,1
3.8,8.2,26,14.7,102,1
3.6,7.7,26,10.4,176,1
3.8,7.2,28,12.5,171,1
4,8,27,18,186,1
3.9,8.7,28,10.8,179,1
3.6,7.9,42,13.7,134,1
3.9,7.9,29,21.2,138,1
3.6,8.2,27,19.1,115,1
3.5,8.7,31,24,195,1
3.7,7.7,35,21.3,155,1
3.7,7.3,30,12.2,156,1
3.5,8.1,26,17.9,144,1
3.6,7.4,31,12,135,1
3.7,7.8,30,24.9,116,1
3.7,8.5,32,19.4,152,1
3.6,6.9,29,13.4,112,1
3.8,7.3,29,23.2,157,1
3.6,7.2,28,13,195,1
4,7.3,28,17,102,1
3.9,7.7,31,21.4,173,1
4,8.3,30,12.1,155,1
3.9,8.1,30,13.7,120,1
3.5,8.2,26,17.9,200,1
3.5,7.1,26,10.7,103,1
3.7,8.7,41,14.1,102,1
4,7.9,28,18.1,153,1
3.7,6.8,27,11.8,136,1
4,7.5,26,20,141,1
4,7.3,31,16.8,108,1
3.7,8.3,30,14.8,104,1
3.5,8.7,31,11.5,130,1
3.9,7.3,32,14.8,102,1
3.6,7.5,27,12,157,1
3.6,8.6,28,22.7,139,1
3.8,7.2,32,20.5,158,1
3.9,8.5,29,23.6,190,1
3.5,8.2,28,18.3,145,1
4,8.3,30,24.8,175,1
3.8,8.7,31,22.3,180,1
3.7,7.8,27,10.5,135,1
4,7.2,32,14.1,122,1
4,8.2,28,19.3,198,1
3.9,7.7,31,13,176,1
3.5,8.6,26,22.2,126,1
3.5,8.6,32,10.9,166,1
3.6,8.2,29,22,199,1
3.9,8.3,32,23.1,189,1
3.7,8,30,13.2,154,1
3.7,7.7,30,12.1,125,1
3.6,7.5,28,25,152,1
3.9,7.3,31,14.7,135,1
3.8,7,26,22.3,182,1
3.8,7,28,15.4,187,1
3.7,7.3,28,24.2,148,1
3.5,8.3,27,21.2,194,1
3.5,8,26,22.4,193,1
3.9,7.7,31,17.5,164,1
3.7,8.2,26,16.8,100,1
4,8.6,30,24.6,108,1
3.7,8.1,29,13.1,150,1
3.8,8.7,26,21.2,183,1
3.8,8.4,31,17.2,178,1
3.9,7.4,29,15,142,1
3.6,8.2,32,20.6,192,1
3.5,7.6,27,22.4,140,1
3.9,7.5,32,23.4,186,1
3.9,7.7,26,15.4,188,1
3.7,7.2,32,19.8,127,1
3.6,8.6,26,13.9,146,1
3.9,7.6,30,11.3,182,1
3.8,7.2,27,24,117,1
3.8,8,29,13.2,128,1
4,8.7,27,24,118,1
3.7,8.4,30,15,199,1
3.6,8.3,30,21.9,182,1
4,7.7,26,16.1,129,1
3.8,7.4,27,20.6,189,1
3.9,8.6,28,19.8,185,1
3.5,7.2,32,19.4,164,1
4,7.8,28,16.4,125,1
3.7,8,27,14.1,180,1
3.7,7.8,31,22.5,191,1
3.6,7.4,29,24.9,134,1
3.8,7.6,31,11.5,140,1
3.9,7.4,28,16.6,187,1
3.9,7.8,30,14.5,169,1
3.8,7.9,29,20.8,156,1
4,8.5,28,11.8,134,1
3.6,8.6,26,22.1,141,1
3.9,7.5,26,11.3,182,1
4,6.9,26,20.7,105,1
3.9,7.5,32,17.2,128,1
4,8.6,31,10.3,137,1
3.5,7.4,32,20.8,133,1
4,7.2,28,14.8,154,1
3.6,8.7,30,23.8,102,1
3.9,8.1,30,15.4,162,1
3.5,7.7,29,24.9,111,1
3.7,7.4,31,23.2,172,1
3.8,8.5,27,19.4,137,1
3.5,8.3,28,21.5,166,1
3.8,7.8,30,22.9,133,1
3.8,8.1,29,15.1,127,1
3.8,8.6,36,13.7,181,1
4,7.8,27,10.9,169,1
3.6,7.3,29,11.3,158,1
3.5,7.8,27,17.1,151,1
3.5,8.4,26,15.9,119,1
4,7.1,32,21.4,132,1
3.8,7.5,29,15.9,160,1
3.9,8.3,26,14,157,1
4,8.6,31,10.8,138,1
3.7,6.9,31,11.2,150,1
3.7,8.1,31,19.7,124,1
3.9,7.5,30,24.9,154,1
3.8,8.7,32,12.8,101,1
3.6,8.7,28,24.2,194,1
3.8,7.2,27,17.2,155,1
3.8,7,27,31.8,128,1
4,7.9,36,16.2,164,1
3.7,7.2,26,21.9,122,1
3.8,8.2,29,23.2,179,1
3.9,6.8,31,12.1,119,1
4,8.7,27,13.4,167,1
3.6,8.7,32,14.1,139,1
3.7,6.9,30,21.1,153,1
3.7,8.7,30,12.5,189,1
3.5,8.6,29,15.8,198,1
3.9,6.9,31,13.1,159,1
4,7.4,26,15.5,173,1
3.6,8.3,31,12.3,181,1
3.6,7.3,29,10,107,1
3.6,8.7,31,11.3,110,1
3.7,8.3,31,16.9,120,1
3.8,7.8,29,19.9,127,1
3.5,8.6,31,24.6,118,1
4,8,26,12.7,135,1
3.7,8.1,28,24.9,198,1
3.6,8,32,33.3,168,1
3.6,7.3,31,18.6,193,1
3.6,7.4,28,12.4,147,1
3.6,6.8,27,17.5,120,1
3.6,7.1,29,16.4,101,1
4,7.7,30,21.9,160,1
4,8.4,28,21.2,124,1
3.9,8.4,30,19.3,149,1
3.7,6.9,39,10.6,156,1
3.5,7.4,32,21.6,138,1
3.5,8.2,31,12.2,146,1
3.8,8.5,31,29.1,120,1
3.5,7.9,31,21.6,123,1
3.6,7.8,30,23.8,156,1
3.9,8.5,28,18.8,165,1
3.7,7.2,26,17.8,193,1
3.6,7.3,32,23.3,104,1
3.8,8.7,32,20.7,177,1
3.7,7.9,28,15,119,1
3.7,8.1,28,13.9,138,1
3.5,8,29,19.8,161,1
4,7.6,31,11.2,129,1
4,8.6,32,19.5,170,1
3.5,7.7,28,15,177,1
4,8.7,27,23.8,150,1
3.8,8.2,31,23.9,170,1
3.7,8.3,29,22.5,179,1
3.9,7.8,29,20,165,1
3.5,6.8,31,21.4,144,1
3.5,8.5,28,10.7,162,1
3.9,7.4,27,10.6,141,1
3.8,7.1,31,22.2,114,1
4,8.3,32,18.1,140,1
3.8,7.5,27,11.4,120,1
3.7,7.1,29,22.3,191,1
3.7,8.1,29,23.7,141,1
4,7,27,16.7,164,1
3.7,6.9,29,24.3,135,1
3.9,8.5,27,13.9,139,1
3.8,8,26,23.9,137,1
3.8,7.6,31,22.3,134,1
3.6,8.2,29,15.6,147,1
3.6,7.8,27,14.9,179,1
3.9,6.8,31,14.4,154,1
3.8,8.1,31,15.8,104,1
3.8,7.3,29,33.6,107,1
3.7,6.9,26,23,187,1
4,8,28,23.3,104,1
3.8,7.7,32,20,108,1
3.9,7.8,31,17.2,156,1
4,7.3,30,19.9,162,1
3.8,8.4,31,24.1,191,1
3.5,6.9,32,22.8,160,1
3.5,8.5,31,22.1,174,1
4,6.8,29,14.3,129,1
4,7.6,27,13.3,195,1
4,7,31,18.1,120,1
4,6.9,32,14.1,117,1
3.8,8.2,28,18.2,164,1
3.8,8.2,29,22,161,1
3.9,7,29,23.7,104,1
4,8.1,26,15.3,132,1
3.5,7.5,28,22,175,1
3.9,8.3,29,10.2,141,1
3.5,7.8,27,10.3,143,1
3.7,8.4,45,16.1,120,1
3.9,7.5,29,17.9,131,1
3.7,8.2,31,10.4,181,1
3.8,7.8,27,11.2,131,1
4,7.8,29,24.4,140,1
3.8,7.5,30,12.7,184,1
4,7.8,31,22.8,169,1
3.8,7.7,31,24.2,167,1
3.7,8.2,31,14.2,173,1
3.9,7.7,26,13.1,129,1
3.7,8.7,32,16,174,1
4,7.8,27,11.4,189,1
3.9,8.3,36,23.1,141,1
3.8,7.3,31,11.8,175,1
3.9,8.7,31,11.3,152,1
3.7,8,27,23.3,126,1
3.7,7.1,29,15.8,169,1
3.6,7.5,31,16.5,128,1
3.5,7.2,29,17.6,129,1
3.8,7.4,29,24,156,1
3.5,8.7,27,32.8,199,1
3.7,7.3,28,11.6,191,1
4,7.5,27,18.9,102,1
3.8,7.5,31,12.7,199,1
3.9,7.5,29,22.1,139,1
3.8,7.2,29,15.4,186,1
3.9,7.2,32,25,144,1
3.5,7.2,32,12.7,146,1
3.5,8.1,29,18.8,163,1
3.5,8.4,29,16.2,115,1
3.8,7.9,26,10,150,1
3.6,7,28,23.3,188,1
4,7,28,29.2,157,1
3.9,7.7,29,12.5,183,1
3.8,8.5,31,10.6,102,1
4,8.2,28,16.6,139,1
3.8,7.6,45,24.9,152,1
3.8,7.8,32,18.6,139,1
4,7,28,11.5,181,1
3.8,8.2,28,13,188,1
3.8,7.1,32,21.8,169,1
4,7.9,31,21.8,181,1
3.5,8.1,32,21.1,102,1
3.6,7.4,26,15,171,1
3.5,7.7,27,24.1,136,1
3.6,8.5,27,13.3,138,1
4,7.1,27,24,143,1
3.9,6.8,27,15.7,184,1
3.9,7,26,23.3,160,1
3.5,7.1,32,22.7,199,1
3.8,7.7,30,13.4,123,1
3.6,8.4,26,13.8,133,1
3.8,8.5,31,14.8,144,1
3.9,7.4,26,15.3,179,1
3.6,7.6,31,20.2,142,1
3.6,6.9,30,12,146,1
3.7,6.9,32,16.8,192,1
3.5,8.7,30,22.8,131,1
3.9,7.3,29,20.2,179,1
3.7,7.1,26,11,161,1
3.5,8.5,27,11.7,145,1
3.6,8.6,41,15.1,187,1
4,7,30,19.3,168,1
3.8,7.2,27,24.5,115,1
3.7,6.9,30,19.3,162,1
3.7,7.5,28,12.2,161,1
3.7,7.5,29,16.6,121,1
3.5,7.5,30,13.3,113,1
4,7.8,36,24,155,1
3.6,7,29,13.4,140,1
3.8,8.6,31,15.6,144,1
3.8,7.6,28,10.5,186,1
3.6,7.8,26,19.5,167,1
3.8,7.1,29,13.9,124,1
3.8,8.2,30,24.9,180,1
3.6,8.3,26,11.9,181,1
3.6,8.3,28,12.3,188,1
3.5,7,26,12.2,165,1
3.6,8,28,17.4,189,1
3.9,7.4,27,17.9,139,1
3.5,7.1,29,17.8,184,1
3.5,8.5,28,20.3,144,1
4,7.3,32,17.9,154,1
3.8,7.7,31,20.6,153,1
4,7.6,29,12.5,141,1
3.9,8.5,32,24.6,157,1
3.9,7.3,26,11.4,115,1
3.5,7.8,30,16.6,187,1
3.9,8,31,24.5,187,1
3.6,8.2,26,12.7,140,1
3.8,7.4,32,13.9,184,1
3.8,8.5,27,15.7,159,1
3.6,7.4,31,12.3,197,1
3.8,6.8,30,15.8,141,1
3.5,8,40,23.7,125,1
3.5,6.9,29,17,110,1
3.8,8.5,28,14.7,179,1
3.6,7.6,32,11.2,165,1
3.5,7.1,28,22.3,179,1
4,8.6,28,11.9,146,1
3.8,7.1,32,18,161,1
3.9,7.2,42,12.1,154,1
3.8,6.8,27,12.5,167,1
3.5,7.3,27,14.5,130,1
3.8,7.8,32,21.1,188,1
3.8,8.7,28,14.9,145,1
3.9,6.8,32,14.6,186,1
3.6,7.6,28,11.9,157,1
3.6,7.5,31,12.1,186,1
3.9,7.5,27,11.2,119,1
3.5,7.1,32,10.9,155,1
3.6,7.5,31,17.1,118,1
3.8,8.3,26,21,167,1
3.7,7.4,30,12,120,1
3.6,8.5,29,23.9,199,1
4,7.3,27,13.6,135,1
3.6,6.9,28,17.8,147,1
3.5,7.5,31,12.8,127,1
3.6,7.6,27,21.5,192,1
4,7.7,26,21.2,147,1
3.7,8.3,27,19.9,108,1
3.6,7.5,26,16.7,199,1
3.7,6.9,26,12,165,1
4,7.6,35,16.3,159,1
3.7,8.2,29,10.9,157,1
4,6.9,32,23.6,158,1
3.7,8,29,12.4,124,1
3.7,8.2,28,16,152,1
3.9,7.1,26,24.4,138,1
3.5,6.8,29,21,184,1
3.5,8.3,30,23.6,144,1
3.5,7.1,31,19,186,1
3.7,8.6,31,23.1,162,1
3.6,8.3,28,13.8,198,1
3.9,7.3,27,23.1,118,1
3.8,7,27,13.1,121,1
3.8,7.8,27,12.1,163,1
3.7,7.1,27,20.1,138,1
3.7,7.2,26,16,199,1
3.6,7.2,29,22.8,150,1
4,6.8,26,16.4,124,1
4,7.8,32,19.8,154,1
4,7.2,29,13.2,152,1
3.7,7,31,21.3,166,1
3.5,7.7,32,23.1,193,1
4,8,32,22.6,185,1
3.5,8.2,27,12.9,145,1
3.9,8.7,28,21.5,164,1
4,7.6,26,20.5,105,1
3.9,7.3,26,15.7,154,1
3.5,7.4,28,11.7,154,1
3.7,7.6,30,16,118,1
3.9,8.1,26,18.9,153,1
3.5,7.4,27,15.2,171,1
3.9,8.1,31,24,192,1
3.7,7.2,32,14.7,101,1
3.6,7.9,45,10.2,104,1
3.5,8.7,27,12.7,176,1
4,7.8,32,11.6,135,1
3.8,8.3,31,13.7,172,1
4,8.3,26,18.3,153,1
3.5,8.1,28,13,133,1
3.7,8.3,28,23.2,131,1
3.9,7.6,27,21.3,163,1
3.6,8,30,24.8,103,1
3.5,7.1,26,15.8,170,1
4,8.4,26,11.1,184,1
4,7.9,27,19.1,162,1
3.9,8.7,29,13.5,195,1
4,8.6,31,20.7,146,1
3.8,8.4,31,23.5,172,1
3.5,8.3,29,13.3,151,1
3.6,8.3,28,14.2,127,1
4,8.1,27,17,157,1
3.9,7.2,29,13.6,140,1
3.6,6.8,26,10.3,128,1
3.8,7,30,17.2,110,1
3.5,7,28,13,145,1
3.8,7.9,30,21.7,124,1
3.6,7.4,29,12.5,127,1
3.7,7.5,29,24.5,140,1
3.7,6.9,31,11.8,109,1
4,8.4,32,18,158,1
3.9,8.1,26,22.9,140,1
3.9,6.8,29,23,194,1
3.7,8.5,29,10.3,143,1
3.9,7.3,27,24.1,182,1
3.8,8.7,27,20.8,192,1
3.8,8.7,31,22.7,102,1
4,8.4,31,11.6,146,1
3.8,6.8,29,30.4,114,1
3.8,7,30,23.1,158,1
3.7,8.7,27,10.6,142,1
4,8.7,29,15.4,105,1
3.5,6.8,27,23,155,1
3.7,8.7,30,19,134,1
3.7,8.3,31,23,186,1
4,7.4,31,17,109,1
3.5,7.7,31,12.2,137,1
3.8,8.6,30,16.5,158,1
3.7,7.5,31,12.9,127,1
3.5,8.7,29,18.8,124,1
4,8.7,32,24.2,143,1
3.5,7.3,29,14.9,145,1
3.8,6.9,43,19.5,112,1
3.8,6.9,28,23.9,113,1
3.8,7.6,27,21.3,162,1
3.8,7.2,26,12.3,160,1
3.9,7.1,27,21.8,169,1
3.9,8.1,31,25,127,1
3.8,8.1,29,16.9,175,1
3.8,8.5,26,20.3,169,1
3.9,8,31,18.4,160,1
3.7,6.9,30,18.7,149,1
3.5,8.6,32,11.2,123,1
3.6,6.8,27,13.4,116,1
4,7.3,31,12.6,175,1
3.9,7.1,29,12.9,109,1
4,8.5,28,23.1,123,1
3.8,8.7,32,19.8,160,1
3.5,7.5,32,12.3,165,1
3.8,7.7,28,11.1,110,1
3.9,6.8,32,21.6,154,1
3.5,7.1,30,20.8,162,1
4,8.5,27,23.7,176,1
3.6,8.6,37,18.4,156,1
3.7,7.1,30,21.6,198,1
4,7.4,27,17.1,155,1
3.9,8.1,30,18.6,190,1
4,7.5,30,10.1,187,1
3.5,8.1,26,10.8,148,1
4,6.9,26,16.9,143,1
3.5,8.5,29,21.2,156,1
3.8,8,32,16.8,123,1
3.7,7.2,29,11.2,163,1
3.9,8.6,29,16.5,184,1
3.6,7.6,28,15.5,165,1
3.7,7.7,27,13.1,198,1
3.6,8,29,18.8,100,1
3.8,8,28,17.6,152,1
4,7.6,27,17.8,176,1
4,7.1,26,11.9,169,1
4,7,29,14,126,1
3.7,8.6,29,16.7,179,1
3.9,7.2,28,25,104,1
3.9,8.4,31,10.7,104,1
4,8.6,27,15.9,148,1
3.8,7.7,30,13,148,1
3.7,7.8,26,20.7,123,1
4,7.2,30,18.3,160,1
3.6,7.2,33,22.6,114,1
